client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,age_group,Variation
9855682,6.0,72.0,57,F,3.0,45933.92,6.0,9.0,56-65,Control
481539,9.0,112.0,38,M,2.0,169354.55,6.0,9.0,36-45,Test
3586330,20.0,241.0,54,F,2.0,192293.1,6.0,9.0,46-55,Test
8530430,17.0,208.0,60,M,2.0,77118.4,6.0,9.0,56-65,Test
3459625,5.0,65.0,62,F,2.0,72735.95,6.0,9.0,56-65,Test
4109815,21.0,253.0,44,M,3.0,209598.43,6.0,9.0,36-45,Test
6751813,21.0,253.0,60,F,3.0,183459.21,6.0,9.0,56-65,Test
8359032,14.0,179.0,75,F,2.0,31196.48,5.0,9.0,65+,Control
2977461,5.0,69.0,60,F,2.0,138191.25,6.0,9.0,56-65,Control
4835466,11.0,137.0,30,M,2.0,47262.78,6.0,9.0,26-35,Control
1287238,5.0,65.0,36,F,2.0,33739.74,6.0,9.0,36-45,Test
3528580,14.0,175.0,62,F,2.0,160482.25,6.0,9.0,56-65,Control
1853202,25.0,300.0,62,M,4.0,1644720.42,6.0,9.0,56-65,Test
21940,12.0,150.0,44,M,2.0,33031.88,6.0,9.0,36-45,Control
3329794,15.0,187.0,68,F,3.0,119496.52,6.0,9.0,65+,Test
5705870,33.0,407.0,70,F,2.0,110820.65,6.0,9.0,65+,Test
5890932,21.0,259.0,62,F,4.0,1397686.5599999998,6.0,9.0,56-65,Control
4001101,15.0,189.0,70,F,2.0,325174.33,6.0,9.0,65+,Control
8273350,10.0,124.0,56,F,2.0,64732.62,6.0,9.0,56-65,Control
6389276,15.0,185.0,31,M,2.0,275538.04,6.0,9.0,26-35,Test
2970209,15.0,187.0,58,F,2.0,23846.96,6.0,9.0,56-65,Test
8536229,12.0,151.0,52,M,4.0,149676.18,6.0,9.0,46-55,Control
2659094,20.0,248.0,52,F,3.0,471256.71,6.0,9.0,46-55,Test
3736874,15.0,180.0,64,F,3.0,411767.05,6.0,9.0,56-65,Test
9361289,8.0,107.0,27,F,3.0,45059.69,6.0,9.0,26-35,Control
5859430,9.0,109.0,66,M,2.0,435538.5,6.0,9.0,65+,Test
7512247,11.0,143.0,62,M,3.0,359530.03,6.0,9.0,56-65,Control
8288212,20.0,244.0,57,F,3.0,140473.9,6.0,9.0,56-65,Test
5814539,21.0,253.0,60,M,3.0,368324.75,6.0,9.0,56-65,Control
1191690,21.0,253.0,48,F,2.0,27267.64,6.0,9.0,46-55,Test
1251529,26.0,318.0,65,F,2.0,113298.8,6.0,9.0,65+,Test
7243507,18.0,217.0,32,F,2.0,80695.25,6.0,9.0,26-35,Control
6762080,14.0,169.0,34,M,2.0,215380.51,6.0,9.0,26-35,Test
8593429,13.0,161.0,47,M,2.0,89825.37,6.0,9.0,46-55,Test
9490175,6.0,74.0,35,F,2.0,39524.05,6.0,9.0,36-45,Control
4283146,20.0,242.0,52,M,2.0,27187.22,6.0,9.0,46-55,Test
5051667,9.0,118.0,50,F,2.0,63356.75,6.0,9.0,46-55,Test
1095601,12.0,146.0,34,F,2.0,43458.12,6.0,9.0,26-35,Control
9249867,26.0,322.0,66,F,3.0,962235.81,6.0,9.0,65+,Control
1404855,18.0,223.0,31,F,3.0,108586.34,6.0,9.0,26-35,Control
551780,14.0,174.0,36,M,2.0,134474.74,6.0,9.0,36-45,Control
2280022,9.0,116.0,30,M,2.0,72454.64,6.0,9.0,26-35,Test
1011046,16.0,199.0,33,M,3.0,213909.58,6.0,9.0,26-35,Control
2229584,17.0,215.0,36,M,2.0,63205.58,6.0,9.0,36-45,Test
7638969,18.0,226.0,60,M,4.0,352993.9,6.0,9.0,56-65,Control
9231200,10.0,129.0,74,F,2.0,437952.47,6.0,9.0,65+,Test
5549720,29.0,355.0,69,M,2.0,121411.32,6.0,9.0,65+,Control
1894742,8.0,106.0,58,F,2.0,39627.26,6.0,9.0,56-65,Test
583074,13.0,164.0,32,M,2.0,93255.59,6.0,9.0,26-35,Test
2176802,21.0,262.0,55,F,2.0,164958.08000000002,6.0,9.0,56-65,Test
3388713,5.0,71.0,24,M,2.0,55727.27,6.0,9.0,19-25,Control
1054921,15.0,189.0,65,M,2.0,127739.82,6.0,9.0,65+,Test
4786153,33.0,407.0,79,F,3.0,248003.62,6.0,9.0,65+,Control
3816817,15.0,180.0,54,M,2.0,104919.89,6.0,9.0,46-55,Test
562259,25.0,305.0,62,M,2.0,33547.53,6.0,9.0,56-65,Control
2963856,14.0,178.0,44,M,2.0,28600.28,6.0,9.0,36-45,Test
6780888,13.0,158.0,27,M,3.0,134616.72,5.0,9.0,26-35,Test
7948012,8.0,106.0,44,M,3.0,102599.48,6.0,9.0,36-45,Control
3527715,11.0,132.0,42,F,2.0,107658.41,6.0,9.0,36-45,Control
7619941,15.0,182.0,32,M,2.0,66998.04999999999,6.0,9.0,26-35,Test
1550778,9.0,111.0,28,M,2.0,51715.33,6.0,9.0,26-35,Test
5875104,12.0,148.0,34,M,3.0,40943.16,6.0,9.0,26-35,Test
3898390,26.0,315.0,51,M,3.0,94407.29,6.0,9.0,46-55,Control
487098,16.0,195.0,56,F,2.0,59755.61,6.0,9.0,56-65,Test
6217298,9.0,119.0,32,M,2.0,37188.94,6.0,9.0,26-35,Test
962198,11.0,142.0,38,M,3.0,105214.3,6.0,9.0,36-45,Test
6809872,12.0,150.0,61,F,2.0,1344195.37,6.0,9.0,56-65,Control
5250412,15.0,186.0,36,M,2.0,25202.85,6.0,9.0,36-45,Test
5309015,12.0,146.0,40,M,3.0,250475.66,6.0,9.0,36-45,Test
3545814,13.0,163.0,59,M,3.0,5754204.68,6.0,9.0,56-65,Test
2821740,5.0,69.0,27,M,2.0,28361.55,6.0,9.0,26-35,Control
7399802,4.0,58.0,39,M,2.0,39513.96,6.0,9.0,36-45,Test
9935587,14.0,170.0,56,F,2.0,28909.41,6.0,9.0,56-65,Test
3352614,13.0,157.0,36,F,2.0,77668.34,6.0,9.0,36-45,Test
8627334,5.0,64.0,68,F,3.0,528949.43,6.0,9.0,65+,Test
7546769,20.0,246.0,63,M,2.0,178935.26,6.0,9.0,56-65,Control
3943876,10.0,128.0,38,M,2.0,49828.52,6.0,9.0,36-45,Test
8374042,14.0,168.0,72,F,3.0,2187071.45,6.0,9.0,65+,Test
1132903,18.0,216.0,67,F,2.0,28754.68,6.0,9.0,65+,Control
4922034,19.0,230.0,44,M,2.0,123168.22,6.0,9.0,36-45,Control
2897971,20.0,250.0,30,F,3.0,146560.51,6.0,9.0,26-35,Test
2717764,11.0,133.0,33,F,3.0,124150.94,6.0,9.0,26-35,Test
3012216,8.0,103.0,49,M,2.0,48576.08,6.0,9.0,46-55,Test
6123722,6.0,74.0,43,M,2.0,204138.28,6.0,9.0,36-45,Test
5508214,11.0,138.0,64,M,2.0,393596.34,6.0,9.0,56-65,Test
3457117,17.0,215.0,44,M,3.0,70416.82,6.0,9.0,36-45,Test
8519513,16.0,192.0,76,F,2.0,34019.43,6.0,9.0,65+,Test
7151107,21.0,253.0,78,M,4.0,778734.99,6.0,9.0,65+,Control
9292182,8.0,107.0,30,M,2.0,46757.13,6.0,9.0,26-35,Test
2460459,18.0,220.0,36,M,3.0,179106.46999999997,6.0,9.0,36-45,Test
2053769,24.0,288.0,64,F,2.0,190969.67,6.0,9.0,56-65,Control
1946068,15.0,187.0,48,M,2.0,28925.56,6.0,9.0,46-55,Control
963331,11.0,143.0,73,F,3.0,354400.74,6.0,9.0,65+,Control
1331081,11.0,139.0,52,M,2.0,56664.18,6.0,9.0,46-55,Control
6940936,10.0,126.0,40,F,2.0,61346.46,6.0,9.0,36-45,Test
7467389,13.0,167.0,66,F,2.0,146579.36,6.0,9.0,65+,Test
5066320,8.0,105.0,24,M,3.0,87029.45,6.0,9.0,19-25,Control
5715807,11.0,142.0,30,M,2.0,90600.97,6.0,9.0,26-35,Control
4066789,23.0,277.0,62,F,2.0,473056.38,6.0,9.0,56-65,Test
4014197,21.0,254.0,60,M,3.0,1135505.51,6.0,9.0,56-65,Test
369255,8.0,99.0,27,F,2.0,55682.15,6.0,9.0,26-35,Control
1171635,11.0,140.0,31,M,2.0,43152.13,6.0,9.0,26-35,Test
1518469,21.0,258.0,52,M,3.0,69043.5,6.0,9.0,46-55,Control
9182109,5.0,66.0,50,M,4.0,389144.69,6.0,9.0,46-55,Test
3986763,15.0,190.0,56,M,4.0,39261.75,6.0,9.0,56-65,Control
4418568,10.0,127.0,58,M,2.0,130618.29,6.0,9.0,56-65,Control
3718687,5.0,71.0,66,F,2.0,121453.84,6.0,9.0,65+,Control
6053509,11.0,136.0,30,F,2.0,34398.67,6.0,9.0,26-35,Control
4855296,28.0,343.0,76,M,3.0,50076.4,6.0,9.0,65+,Control
5849595,4.0,59.0,71,M,2.0,536113.11,6.0,9.0,65+,Test
1633550,7.0,87.0,40,M,2.0,352877.44,6.0,9.0,36-45,Test
9911013,15.0,185.0,68,M,2.0,97193.2,6.0,9.0,65+,Test
6440517,27.0,324.0,74,F,2.0,170855.59000000003,6.0,9.0,65+,Test
1735345,16.0,203.0,46,F,2.0,594590.51,6.0,9.0,46-55,Test
3846126,18.0,225.0,64,M,2.0,123529.96,6.0,9.0,56-65,Test
1647068,14.0,168.0,34,F,2.0,151830.76,6.0,9.0,26-35,Control
4474374,23.0,276.0,46,M,4.0,168059.27000000002,6.0,9.0,46-55,Control
3650421,15.0,190.0,41,F,2.0,172405.40999999997,6.0,9.0,36-45,Test
6263784,10.0,120.0,40,F,2.0,564000.11,6.0,9.0,36-45,Test
4986484,15.0,183.0,48,F,2.0,86612.13,6.0,9.0,46-55,Test
7018576,13.0,157.0,54,F,2.0,44037.27,6.0,9.0,46-55,Control
7882402,32.0,394.0,78,M,3.0,178311.46999999997,6.0,9.0,65+,Test
1363757,5.0,71.0,77,F,2.0,72849.47,6.0,9.0,65+,Control
9129736,13.0,167.0,38,M,3.0,317132.19,6.0,9.0,36-45,Control
1576378,14.0,168.0,56,M,2.0,241149.99,6.0,9.0,56-65,Test
328027,37.0,453.0,64,M,3.0,856340.04,6.0,9.0,56-65,Control
6059305,9.0,114.0,38,F,2.0,29226.65,6.0,9.0,36-45,Test
1064624,13.0,165.0,36,F,2.0,48254.08,6.0,9.0,36-45,Control
1060988,17.0,215.0,71,M,2.0,208599.09000000003,6.0,9.0,65+,Control
9946099,15.0,184.0,56,M,2.0,199919.35,6.0,9.0,56-65,Test
2203412,13.0,166.0,29,F,3.0,115836.0,6.0,9.0,26-35,Test
7603951,14.0,178.0,33,F,3.0,162880.03999999998,6.0,9.0,26-35,Test
5799151,21.0,254.0,56,M,3.0,5137641.69,6.0,9.0,56-65,Control
3402568,22.0,265.0,24,F,2.0,36121.19,6.0,9.0,19-25,Control
8249646,10.0,124.0,53,F,5.0,435374.31,6.0,9.0,46-55,Control
6479455,24.0,297.0,66,M,2.0,220272.57,6.0,9.0,65+,Test
8358616,16.0,194.0,46,M,2.0,146330.99,6.0,9.0,46-55,Control
3540633,15.0,188.0,64,M,3.0,955149.31,6.0,9.0,56-65,Control
6252754,11.0,139.0,51,F,2.0,177096.02000000002,6.0,9.0,46-55,Control
5523096,12.0,147.0,62,F,2.0,669676.9800000001,6.0,9.0,56-65,Control
2204585,10.0,123.0,50,F,2.0,162938.66999999998,6.0,9.0,46-55,Control
4390399,17.0,208.0,44,M,2.0,75599.12,6.0,9.0,36-45,Control
1634935,19.0,235.0,58,F,2.0,34104.28,6.0,9.0,56-65,Test
5115258,21.0,259.0,48,F,3.0,470519.07,6.0,9.0,46-55,Test
1826311,26.0,320.0,66,F,3.0,345997.0,6.0,9.0,65+,Control
6980657,15.0,186.0,63,M,2.0,92357.64,6.0,9.0,56-65,Control
5710023,11.0,143.0,30,M,3.0,173900.11,6.0,9.0,26-35,Control
7767586,9.0,112.0,62,M,3.0,2110404.11,5.0,9.0,56-65,Test
5003348,6.0,72.0,87,F,3.0,1100315.26,6.0,9.0,65+,Control
9071130,13.0,159.0,60,F,2.0,105468.13,6.0,9.0,56-65,Control
5391158,22.0,265.0,58,M,2.0,55148.72,6.0,9.0,56-65,Test
7894946,24.0,291.0,68,M,3.0,1030258.36,6.0,9.0,65+,Control
8501770,13.0,163.0,64,M,2.0,543128.89,6.0,9.0,56-65,Control
5567727,26.0,323.0,54,M,4.0,596257.7000000001,6.0,9.0,46-55,Control
8651984,9.0,109.0,66,F,2.0,128777.39,6.0,9.0,65+,Test
7036428,5.0,66.0,38,M,2.0,328899.36,6.0,9.0,36-45,Control
1216815,15.0,180.0,32,M,3.0,144632.44,6.0,9.0,26-35,Test
8537968,16.0,198.0,72,F,2.0,134065.61,6.0,9.0,65+,Control
9852887,13.0,163.0,31,F,2.0,101840.55,6.0,9.0,26-35,Test
9325984,13.0,158.0,48,M,2.0,125129.87,6.0,9.0,46-55,Control
4946486,12.0,152.0,36,F,3.0,37338.48,6.0,9.0,36-45,Control
8456627,14.0,171.0,52,M,3.0,327280.97,4.0,9.0,46-55,Control
5771284,9.0,119.0,46,F,2.0,75232.5,6.0,9.0,46-55,Test
989958,16.0,192.0,47,M,2.0,78060.83,6.0,9.0,46-55,Test
150095,8.0,100.0,26,M,2.0,42303.69,6.0,9.0,26-35,Test
6170523,14.0,169.0,54,F,4.0,187082.78,6.0,9.0,46-55,Control
4393977,23.0,284.0,52,M,2.0,146143.05,6.0,9.0,46-55,Control
5027139,10.0,125.0,40,M,3.0,577682.63,6.0,9.0,36-45,Test
4450104,11.0,135.0,66,M,2.0,29824.92,6.0,9.0,65+,Control
7991760,30.0,363.0,53,M,3.0,4730367.72,6.0,9.0,46-55,Control
8425867,15.0,189.0,36,F,2.0,101928.94,6.0,9.0,36-45,Test
844271,33.0,406.0,76,F,2.0,191165.05,6.0,9.0,65+,Test
2607491,11.0,136.0,52,M,2.0,54860.77,6.0,9.0,46-55,Test
2290198,8.0,106.0,56,F,2.0,62841.03,6.0,9.0,56-65,Control
7353115,4.0,59.0,60,F,2.0,46070.4,6.0,9.0,56-65,Test
6030696,13.0,165.0,67,F,2.0,70398.67,6.0,9.0,65+,Control
5211268,12.0,145.0,32,M,3.0,73071.97,6.0,9.0,26-35,Control
446577,13.0,157.0,62,M,2.0,635620.14,6.0,9.0,56-65,Test
8974772,15.0,191.0,63,F,2.0,92441.91,6.0,9.0,56-65,Test
5017428,16.0,192.0,44,M,3.0,618618.5900000001,6.0,9.0,36-45,Control
9425999,8.0,107.0,54,M,2.0,72685.54999999999,6.0,9.0,46-55,Test
382316,6.0,79.0,59,M,2.0,742066.11,6.0,9.0,56-65,Test
4444409,29.0,353.0,72,M,4.0,3026661.21,6.0,9.0,65+,Control
5166590,17.0,205.0,68,F,2.0,64452.25,6.0,9.0,65+,Test
8016194,22.0,275.0,41,M,2.0,181332.4,6.0,9.0,36-45,Control
515976,21.0,260.0,54,F,2.0,26860.62,6.0,9.0,46-55,Test
3759883,13.0,164.0,62,F,3.0,4479344.82,6.0,9.0,56-65,Test
5594406,28.0,339.0,26,M,2.0,42588.23,6.0,9.0,26-35,Control
8229123,5.0,67.0,70,M,3.0,333922.58,6.0,9.0,65+,Test
1238291,5.0,66.0,52,F,3.0,64561.64,6.0,9.0,46-55,Test
7403538,25.0,306.0,28,M,4.0,423239.42,6.0,9.0,26-35,Control
819286,21.0,258.0,50,M,3.0,553030.7300000001,6.0,9.0,46-55,Test
1678920,23.0,276.0,47,F,4.0,426581.55,6.0,9.0,46-55,Test
4707550,15.0,189.0,57,M,2.0,38866.98,6.0,9.0,56-65,Test
5037795,9.0,116.0,58,F,2.0,57187.21,6.0,9.0,56-65,Control
1662932,18.0,226.0,42,F,3.0,104228.55,6.0,9.0,36-45,Test
4048734,24.0,288.0,56,M,2.0,70049.81,6.0,9.0,56-65,Test
8432960,18.0,222.0,45,F,3.0,347465.26,6.0,9.0,46-55,Control
871246,18.0,224.0,66,M,2.0,1056063.12,6.0,9.0,65+,Control
6903689,22.0,270.0,68,M,3.0,251203.19,6.0,9.0,65+,Test
732703,33.0,401.0,77,F,2.0,804529.8,6.0,9.0,65+,Control
6636732,9.0,108.0,44,M,2.0,95818.99,6.0,9.0,36-45,Test
9169430,11.0,140.0,72,F,2.0,476077.94,6.0,9.0,65+,Control
5605133,22.0,275.0,46,M,2.0,558060.99,6.0,9.0,46-55,Test
1213731,11.0,136.0,60,F,2.0,126957.3,6.0,9.0,56-65,Control
2024619,20.0,245.0,35,M,3.0,136673.28999999998,6.0,9.0,36-45,Control
2047305,15.0,191.0,74,M,2.0,161132.36,6.0,9.0,65+,Control
2469228,12.0,148.0,30,M,2.0,59762.28,6.0,9.0,26-35,Test
6190453,30.0,370.0,66,M,3.0,104044.55,6.0,9.0,65+,Test
6125450,12.0,147.0,28,F,2.0,47583.95,6.0,9.0,26-35,Control
7085828,9.0,118.0,38,M,3.0,120952.38,6.0,9.0,36-45,Control
5525202,16.0,203.0,55,M,3.0,693267.8300000001,5.0,9.0,56-65,Test
6159014,21.0,253.0,36,M,4.0,480323.94,6.0,9.0,36-45,Test
5811895,20.0,249.0,52,M,3.0,3041297.69,6.0,9.0,46-55,Control
5749929,22.0,269.0,53,F,3.0,307977.73,6.0,9.0,46-55,Control
3727425,5.0,60.0,36,M,2.0,70522.76999999999,6.0,9.0,36-45,Control
5439077,16.0,196.0,76,M,2.0,170639.46000000002,6.0,9.0,65+,Control
2188976,6.0,73.0,32,F,3.0,49897.6,6.0,9.0,26-35,Test
8990227,24.0,291.0,56,F,2.0,644078.4700000001,6.0,9.0,56-65,Test
7856716,23.0,287.0,56,M,2.0,542446.55,6.0,9.0,56-65,Test
8095818,23.0,279.0,62,M,2.0,293083.85,6.0,9.0,56-65,Control
35476,20.0,250.0,31,M,2.0,86568.15,6.0,9.0,26-35,Test
5815400,28.0,347.0,51,M,2.0,96516.74,6.0,9.0,46-55,Control
8304027,20.0,240.0,69,M,2.0,117896.83,6.0,9.0,65+,Control
7559666,12.0,155.0,32,M,4.0,142327.49,6.0,9.0,26-35,Test
7745725,9.0,110.0,57,M,3.0,312002.13,6.0,9.0,56-65,Test
4119895,15.0,187.0,60,F,2.0,41540.17999999999,6.0,9.0,56-65,Test
575804,5.0,68.0,62,M,2.0,897959.0900000001,6.0,9.0,56-65,Test
4580804,13.0,161.0,48,M,2.0,91348.25,6.0,9.0,46-55,Control
8914780,11.0,140.0,40,M,2.0,70134.15,6.0,9.0,36-45,Test
8119258,11.0,140.0,62,M,3.0,147912.16,6.0,9.0,56-65,Control
1616090,11.0,134.0,50,M,4.0,225179.3,6.0,9.0,46-55,Control
17160,14.0,169.0,54,F,3.0,140511.63,6.0,9.0,46-55,Control
1184798,22.0,271.0,31,M,2.0,102184.51,6.0,9.0,26-35,Control
2975991,16.0,192.0,58,M,3.0,230765.36,6.0,9.0,56-65,Test
1434751,14.0,168.0,60,M,2.0,39402.78,6.0,9.0,56-65,Test
2053174,18.0,224.0,48,M,3.0,3553298.1,6.0,9.0,46-55,Test
4296833,16.0,196.0,44,F,2.0,61674.78,6.0,9.0,36-45,Test
7851919,8.0,106.0,30,F,2.0,43412.77,6.0,9.0,26-35,Control
596662,15.0,191.0,42,M,2.0,245635.43,6.0,9.0,36-45,Control
385931,12.0,152.0,30,M,2.0,25665.63,6.0,9.0,26-35,Control
3434412,19.0,238.0,67,F,2.0,28814.99,6.0,9.0,65+,Test
4922509,20.0,246.0,66,M,4.0,1543346.5699999998,6.0,9.0,65+,Test
8240915,21.0,256.0,49,M,4.0,353251.21,6.0,9.0,46-55,Control
7217804,21.0,259.0,80,M,4.0,220318.55,6.0,9.0,65+,Control
2870699,27.0,333.0,26,M,2.0,58702.43,6.0,9.0,26-35,Test
2397050,14.0,179.0,28,M,2.0,31550.8,6.0,9.0,26-35,Test
6497333,10.0,121.0,40,F,3.0,411638.08,6.0,9.0,36-45,Test
171492,15.0,189.0,74,M,2.0,180002.58000000002,6.0,9.0,65+,Test
5097441,12.0,149.0,30,M,2.0,40518.25,6.0,9.0,26-35,Test
2738051,17.0,211.0,62,F,2.0,38098.32,6.0,9.0,56-65,Control
53169,11.0,141.0,44,F,2.0,91918.0,6.0,9.0,36-45,Control
654835,24.0,292.0,28,F,4.0,745999.03,6.0,9.0,26-35,Control
1072927,17.0,204.0,54,M,3.0,242059.57,6.0,9.0,46-55,Test
7068025,26.0,318.0,58,M,2.0,582474.03,6.0,9.0,56-65,Test
2856801,15.0,183.0,33,M,2.0,115738.55,6.0,9.0,26-35,Test
4992489,9.0,117.0,68,M,2.0,32911.74,6.0,9.0,65+,Control
370067,15.0,181.0,42,F,3.0,74988.13,6.0,9.0,36-45,Control
1565067,17.0,214.0,48,F,2.0,43902.03,6.0,9.0,46-55,Control
5001947,10.0,120.0,54,M,2.0,130411.18,6.0,9.0,46-55,Test
7882579,15.0,189.0,64,F,2.0,349972.62,6.0,9.0,56-65,Test
3730384,16.0,193.0,34,F,2.0,123883.89,6.0,9.0,26-35,Test
8314259,16.0,194.0,60,M,2.0,83045.43,6.0,9.0,56-65,Test
2694857,10.0,130.0,49,F,2.0,45963.13,6.0,9.0,46-55,Control
9441097,14.0,169.0,67,M,2.0,226718.54,6.0,9.0,65+,Control
7750591,10.0,120.0,36,F,2.0,32810.869999999995,6.0,9.0,36-45,Test
1958941,23.0,276.0,46,F,3.0,191797.35,6.0,9.0,46-55,Test
2445077,24.0,293.0,80,M,3.0,213114.77,6.0,9.0,65+,Test
2278798,22.0,267.0,52,M,2.0,98431.56,6.0,9.0,46-55,Control
3284525,9.0,111.0,31,M,3.0,78908.04000000001,6.0,9.0,26-35,Test
158047,18.0,223.0,56,M,2.0,68700.53,6.0,9.0,56-65,Test
8480645,15.0,180.0,53,F,2.0,737092.2200000001,6.0,9.0,46-55,Test
9375060,9.0,109.0,64,F,2.0,28504.87,6.0,9.0,56-65,Test
611342,11.0,139.0,26,F,2.0,56794.31,6.0,9.0,26-35,Control
7294633,17.0,211.0,60,M,2.0,65697.0,6.0,9.0,56-65,Test
2858665,9.0,117.0,28,F,2.0,319685.11,6.0,9.0,26-35,Test
2221441,13.0,159.0,50,M,2.0,265233.32,6.0,9.0,46-55,Control
3525015,24.0,292.0,61,M,3.0,373492.42,6.0,9.0,56-65,Control
6010099,12.0,151.0,31,M,2.0,90772.96,6.0,9.0,26-35,Test
4409810,21.0,259.0,78,M,2.0,124356.12,6.0,9.0,65+,Control
2660545,19.0,231.0,67,F,2.0,115713.99,6.0,9.0,65+,Control
1053029,26.0,320.0,66,M,2.0,357105.86,6.0,9.0,65+,Control
9581744,7.0,90.0,46,M,3.0,118240.19,6.0,9.0,46-55,Test
6328295,15.0,190.0,54,F,2.0,398093.56,6.0,9.0,46-55,Control
1973917,8.0,106.0,32,M,3.0,117456.33,6.0,9.0,26-35,Control
3981470,11.0,142.0,34,M,3.0,207570.35,6.0,9.0,26-35,Control
1436429,15.0,189.0,41,M,2.0,50832.85,6.0,9.0,36-45,Test
216445,10.0,131.0,56,F,2.0,362458.68,6.0,9.0,56-65,Control
786785,19.0,238.0,67,M,2.0,89460.68,6.0,9.0,65+,Control
2642278,12.0,146.0,64,M,2.0,85108.92,6.0,9.0,56-65,Test
3564724,8.0,97.0,24,M,2.0,37306.28,6.0,9.0,19-25,Control
9405545,11.0,132.0,77,F,2.0,89031.08,6.0,9.0,65+,Control
25043,25.0,310.0,60,F,2.0,101511.78,6.0,9.0,56-65,Control
8311234,17.0,206.0,38,F,5.0,161325.75,6.0,9.0,36-45,Control
4867026,22.0,274.0,45,M,3.0,136802.45,6.0,9.0,46-55,Control
7985820,17.0,214.0,48,F,4.0,354084.43,6.0,9.0,46-55,Control
